START_LEVELS
TARGET_TYPE,TARGET_TYPE_AS_TEXT,TARGET_LIST_NUMBER,TARGET_ID,TARGET_PART_NUMBER,CHANNEL,PARAMETER_TYPE,PARAMETER_TYPE_AS_TEXT,LEVEL,LEVEL_REFERENCE_TYPE,LEVEL_REFERENCE_TYPE_AS_TEXT,LEVEL_REFERENCE_LIST_NUMBER,LEVEL_REFERENCE_ID,FADE_TIME,DELAY_TIME,MARK_CUE,TRACK_TYPE,EFFECT
36,Curve,,904,F9DF59C0-E3B9-44B5-933F-A6755C36CF51,,Fast Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Curve,,905,48A0D073-7AF0-40D1-A74E-ACF8642729EF,,Full At 1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Curve,,906,BCCF607B-A312-48B9-B2CD-FA1599A64F7C,,Out At 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Curve,,907,B0B5FE26-F723-4903-B473-3857A4770D3E,,Preheat At 5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Curve,,908,B3A65B9A-B555-4D51-BB1C-6065400A1D35,,Preheat At 10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Curve,,909,ED296998-8131-443D-8199-B166D6F23D58,,Hot Patch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Curve,,910,C03C9E9F-48D8-425A-9976-313962F0C7A6,,Inverted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Curve,,911,E9C6CA1F-CC80-4394-899F-E556085986C7,,Incandescent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Partition,,0,00000000-0000-0000-0000-000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Partition,,901,00000000-0000-0000-0000-000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Partition,,902,00000000-0000-0000-0000-000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Partition,,903,00000000-0000-0000-0000-000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Magic_Sheet,,1,871591ED-3970-428A-AA99-9306C90E745F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Color_Path,,1,DE399686-49B2-4EE0-8849-ABCFB98FE7A7,,Native,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Color_Path,,2,51A4F9BD-68DF-425E-BA5C-0B5E32C9F439,,GEL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Color_Path,,3,F4E37651-85C5-4AAF-8A95-276F0123251D,,SAT ADJUST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Color_Path,,4,4DB406F8-0EA6-43EE-B5B3-5594FD8AF38C,,CIE XYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Color_Path,,5,9465FEAF-5F71-48CF-AECA-CC83B52B8CBA,,RGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Color_Path,,6,4A0D75EB-1567-40C8-97C4-D86EC0CA436F,,CMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Color_Path,,7,EE68BCDB-563B-4309-A7B4-E7FC89D44C2D,,HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Color_Path,,8,14CFB971-55E8-4E1E-A3E2-92DB7764F427,,AUTO DIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
END_TARGETS
START_CHANNELS
CHANNEL,FIXTURE_TYPE,MANUFACTURER,FIXTURE_DCID,SOURCE_DCID,PATCH_DCID,ADDRESS,LABEL,PROPORTION,CURVE,GEL,NOTES,TEXT1,TEXT2,TEXT3,TEXT4,TEXT5,TEXT6,TEXT7,TEXT8,TEXT9,TEXT10,LOCATION_X,LOCATION_Y,LOCATION_Z,ORIENTATION_X,ORIENTATION_Y,ORIENTATION_Z
1,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,7436BB52-2689-407C-A9A6-1620F71D0633,1,Front Lights,,,,,,,,,,,,,,,-3.00,-4.00,5.00,45.0,0.0,0.0
2,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,CDD2ACB1-F28C-4A62-B6CF-66C459435B0F,2,Front Lights,,,,,,,,,,,,,,,0.00,-3.00,4.00,30.0,0.0,0.0
3,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,4C21D797-463E-4AF2-98E6-D9F4F450C2DE,3,Front Lights,,,,,,,,,,,,,,,-2.00,-4.00,5.00,45.0,0.0,0.0
4,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,04BF9A07-FA6A-4D19-8E9F-1C4378BB8629,4,Front Lights,,,,,,,,,,,,,,,0.00,-3.00,4.00,30.0,0.0,0.0
5,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,C6BA3A8A-0396-4142-966F-041A3F7AD604,5,Front Lights,,,,,,,,,,,,,,,0.00,-3.00,4.00,30.0,0.0,0.0
6,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,2DDE1F7B-BF09-4776-8410-AD3615CC4B8B,6,Front Lights,,,,,,,,,,,,,,,0.00,-3.00,4.00,30.0,0.0,0.0
7,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,86DAB3CC-6D86-480C-87C9-09E9EA69C0F1,7,Front Lights,,,,,,,,,,,,,,,0.00,-3.00,4.00,30.0,0.0,0.0
8,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,B740EB0B-C586-4D27-89BA-22ECED154AFD,8,Front Lights,,,,,,,,,,,,,,,0.00,-3.00,4.00,30.0,0.0,0.0
9,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,014E6BFF-178F-472A-A4E3-E3AEFDE7D8EF,9,,,,,,,,,,,,,,,,,,,,,
10,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,D533FD3B-9B3A-4A62-BFBE-92574C55A33D,10,,,,,,,,,,,,,,,,,,,,,
11,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,8310966C-E764-47A4-9845-43648DCA7DCE,11,,,,,,,,,,,,,,,,,,,,,
12,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,9D32621D-7CD6-4162-A63D-D316A71D0D24,12,,,,,,,,,,,,,,,,,,,,,
13,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,D539F691-313A-440B-8431-175D75F99E9D,13,,,,,,,,,,,,,,,,,,,,,
14,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,DBCCF74D-8BA3-478A-B36B-619478295612,14,,,,,,,,,,,,,,,,,,,,,
15,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,9E14148D-3B44-4ECD-8E13-8AADC4F8C68C,15,First Electric,,,,,,,,,,,,,,,,,,,,
16,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,3096915C-3E0A-4C74-A112-B5A3B190D8D0,16,First Electric,,,,,,,,,,,,,,,,,,,,
17,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,AC082CEF-32A9-4AB2-943E-1F2F8074607C,17,First Electric,,,,,,,,,,,,,,,,,,,,
18,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,B470CF6B-6592-41D6-94D9-AC53F5A90EB1,18,First Electric,,,,,,,,,,,,,,,,,,,,
19,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,7FD64BA5-8D43-44E0-9823-469F9E913484,19,First Electric,,,,,,,,,,,,,,,,,,,,
20,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,DF1A122D-1AC0-403E-90F4-71E90749DC14,20,First Electric,,,,,,,,,,,,,,,,,,,,
21,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,A96BCACE-694A-4516-83F9-3720B4351618,21,First Electric,,,,,,,,,,,,,,,,,,,,
22,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,B854966B-F302-43CD-966A-C2B1B6C25BFA,22,First Electric,,,,,,,,,,,,,,,,,,,,
23,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,0FCFE5CB-6BE5-4CC8-9292-4A846001C063,23,First Electric,,,,,,,,,,,,,,,,,,,,
24,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,E1ECC57A-33E9-4D11-8FC3-2BE25AFC64AB,24,First Electric,,,,,,,,,,,,,,,,,,,,
25,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,A59611D6-89CA-4E71-9143-B1E4BFCDC797,25,First Electric,,,,,,,,,,,,,,,,,,,,
26,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,80C49A8F-EF90-46D5-9906-6EE3AA3EDFD2,26,First Electric,,,,,,,,,,,,,,,,,,,,
27,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,D01B6710-4DB6-410D-9F34-4B0928E90673,27,First Electric,,,,,,,,,,,,,,,,,,,,
28,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,5ABD499E-6CAB-455D-948C-7C55C7AEBAA2,28,First Electric,,,,,,,,,,,,,,,,,,,,
29,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,36A94EEC-6967-4965-BE6C-9D19BBD9F68B,29,First Electric,,,,,,,,,,,,,,,,,,,,
30,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,8B169906-41C4-40DD-BA90-4D0E07C6D7F8,30,First Electric,,,,,,,,,,,,,,,,,,,,
31,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,3C7891F1-EA68-478B-8C1B-56D864F11241,31,First Electric,,,,,,,,,,,,,,,,,,,,
32,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,599C746C-DE59-4526-AF95-2ED2A6373BC8,32,First Electric,,,,,,,,,,,,,,,,,,,,
33,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,F9C7F91F-290C-4139-9865-D7AF8435F84C,33,Second Electric,,,,,,,,,,,,,,,,,,,,
34,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,CDEC4F24-88A0-4A2E-B393-3BDA0A70938E,34,Second Electric,,,,,,,,,,,,,,,,,,,,
35,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,00A14CCC-754B-4806-84A9-DDCFC1D86B94,35,Second Electric,,,,,,,,,,,,,,,,,,,,
36,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,F059BCC7-D141-4069-9EAE-D3FB9D5FA616,36,Second Electric,,,,,,,,,,,,,,,,,,,,
37,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,2469A033-CF86-4899-A700-69FD90790A6B,37,Second Electric,,,,,,,,,,,,,,,,,,,,
38,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,368759D8-17A2-4323-8E37-5C3B5758C5B2,38,Second Electric,,,,,,,,,,,,,,,,,,,,
39,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,EA74323F-85E0-40C6-BF1A-5A44CCF7D275,39,Second Electric,,,,,,,,,,,,,,,,,,,,
40,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,4ED148FD-D947-473E-82A6-B0DB550B143C,40,Dead Circuit,,,,,,,,,,,,,,,,,,,,
41,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,24A00FA5-219D-43A9-B665-69E524E22F08,41,Second Electric,,,,,,,,,,,,,,,,,,,,
42,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,999839B3-42A4-4B49-9FD4-EC032B281D21,42,Second Electric,,,,,,,,,,,,,,,,,,,,
43,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,406D3171-BCFC-44F2-882F-93F7939F8904,43,Second Electric,,,,,,,,,,,,,,,,,,,,
44,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,D0FB7695-881F-449E-A8E8-06014E7BB035,44,Second Electric,,,,,,,,,,,,,,,,,,,,
45,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,E7F5ABE0-6FB9-4883-83E2-85C840809B9C,45,Second Electric,,,,,,,,,,,,,,,,,,,,
46,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,96745771-B67D-499F-AD0F-CDE856B5C913,46,Second Electric,,,,,,,,,,,,,,,,,,,,
47,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,9E2859A6-4521-4341-9001-59FC5AB89564,47,Third Electric,,,,,,,,,,,,,,,,,,,,
48,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,C29340B8-EE1B-4088-904C-A2AE20E5A033,48,Third Electric,,,,,,,,,,,,,,,,,,,,
49,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,B84842F1-2E0A-4455-B371-1BBE180FC90D,49,Third Electric,,,,,,,,,,,,,,,,,,,,
50,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,B2E7A483-A189-4B3A-B3F6-3F0D06385F4E,50,Third Electric,,,,,,,,,,,,,,,,,,,,
51,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,9A86813B-E2DB-4D00-A0DD-F52C68C1D9DC,51,Third Electric,,,,,,,,,,,,,,,,,,,,
52,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,44D5E08D-6DAE-4110-941C-2E5FD7CD147B,52,Third Electric,,,,,,,,,,,,,,,,,,,,
53,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,37BF2959-491A-4D00-B90A-3B528BE9113B,53,Third Electric,,,,,,,,,,,,,,,,,,,,
54,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,9EAFF6B8-E3AE-4E76-AABF-CD0123F29226,54,Third Electric,,,,,,,,,,,,,,,,,,,,
55,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,4E1F163C-F771-4E94-8994-BF2FE4AABA58,55,Third Electric,,,,,,,,,,,,,,,,,,,,
56,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,F0E3FDDD-FE2D-41FD-B356-A18CACC4B0EA,56,Third Electric,,,,,,,,,,,,,,,,,,,,
57,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,B548216A-35F6-43DF-A0EF-B2A92AD8F559,57,Third Electric,,,,,,,,,,,,,,,,,,,,
58,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,EE534901-6D88-476A-B832-29CBFFFBFBA1,58,Third Electric,,,,,,,,,,,,,,,,,,,,
59,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,B8A35AC4-A779-4159-8BFE-F1E7B39E2A89,59,Third Electric,,,,,,,,,,,,,,,,,,,,
60,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,11CCC0EA-2E97-419C-AFFC-0C4F7CE0F05F,60,Third Electric,,,,,,,,,,,,,,,,,,,,
61,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,6D92FD90-819C-40D2-87B8-62F8352309D1,61,,,,,,,,,,,,,,,,,,,,,
62,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,90B59C9B-93F7-4CB1-85D5-6FC8E99BA493,62,,,,,,,,,,,,,,,,,,,,,
63,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,0C5CF937-2CDD-47A4-A216-7B8765B30DEC,63,,,,,,,,,,,,,,,,,,,,,
64,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,2638694A-E3E9-46CA-B63F-531651D7E8B2,64,,,,,,,,,,,,,,,,,,,,,
65,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,C48BA02F-637B-470A-93C8-7FE4C22389D0,65,,,,,,,,,,,,,,,,,,,,,
66,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,F6303CA8-37D6-408E-A22E-08E69E23271E,66,,,,,,,,,,,,,,,,,,,,,
67,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,5289282C-2049-44CF-B7CD-510B36B6DD3F,67,,,,,,,,,,,,,,,,,,,,,
68,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,8EE9987B-AB7E-45D0-8826-A39628B97D7B,68,,,,,,,,,,,,,,,,,,,,,
69,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,1513FB32-1F8C-44A4-843E-42FAB7D0CB36,69,,,,,,,,,,,,,,,,,,,,,
70,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,BF05242B-DEA9-4E4C-9A7D-F4FE97710E7D,70,,,,,,,,,,,,,,,,,,,,,
71,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,A0AB15FD-0B23-4CEA-BE98-49DF8E03DB09,71,,,,,,,,,,,,,,,,,,,,,
72,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,B8983B0A-328D-41EF-A2DA-823198466E30,72,,,,,,,,,,,,,,,,,,,,,
73,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,984885C0-8D42-44A3-9A3A-2AE7D29BA791,73,,,,,,,,,,,,,,,,,,,,,
74,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,3D6FAAC4-5FC7-4850-8245-8F00B58D9AA0,74,,,,,,,,,,,,,,,,,,,,,
75,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,FE0BCDE5-A170-4B10-8E97-8B1BAAEFA2A4,75,,,,,,,,,,,,,,,,,,,,,
76,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,C6F32EE2-A5AB-4A17-8201-0363E606BB1F,76,,,,,,,,,,,,,,,,,,,,,
77,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,A1AA66AA-10D9-47EA-95D8-93D5345CA565,77,,,,,,,,,,,,,,,,,,,,,
78,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,D31AFBD8-60E2-41D3-8826-B309324A172A,78,,,,,,,,,,,,,,,,,,,,,
79,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,0256BAC0-F27D-42CF-8D2B-73BAE35293A2,79,,,,,,,,,,,,,,,,,,,,,
80,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,D97030CD-1BF3-4677-A23A-8B857F1EB9CE,80,,,,,,,,,,,,,,,,,,,,,
81,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,03E1B6D5-F558-4B12-86ED-8DC6C07E1A25,81,,,,,,,,,,,,,,,,,,,,,
82,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,30237CF0-F09A-4DBA-A7A6-7F103DFA69C2,82,,,,,,,,,,,,,,,,,,,,,
83,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,3B78B709-D326-4693-A959-EDA2430149F3,83,,,,,,,,,,,,,,,,,,,,,
84,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,6572235E-831A-4CEB-8989-9F551C663729,84,,,,,,,,,,,,,,,,,,,,,
85,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,6620334F-9405-4CF0-86A6-96567AC0DAAC,85,,,,,,,,,,,,,,,,,,,,,
86,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,C2517D7F-D298-4F3B-A686-113062097446,86,,,,,,,,,,,,,,,,,,,,,
87,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,8708E7C9-0081-4CF1-9FC7-B40EB3A6C25A,87,,,,,,,,,,,,,,,,,,,,,
88,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,9DB5024B-CA93-4D31-B541-7F0B471B5EBA,88,,,,,,,,,,,,,,,,,,,,,
89,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,721C4A4E-864A-4A24-93A8-2D4DAAEADC45,89,,,,,,,,,,,,,,,,,,,,,
90,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,513DC207-572A-4C88-B600-BB8AFC58BBF8,90,,,,,,,,,,,,,,,,,,,,,
91,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,D5EA1450-16B5-4331-84CD-5EBC3E17AA5C,91,,,,,,,,,,,,,,,,,,,,,
92,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,21F4130B-2634-4F67-95BE-CFDCA1908B6A,92,,,,,,,,,,,,,,,,,,,,,
93,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,3D7BC00F-EE4A-425D-986C-3CE2FF36FCA7,93,,,,,,,,,,,,,,,,,,,,,
94,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,F4D8F07B-FCD3-4867-A9BB-7FC24399B466,94,,,,,,,,,,,,,,,,,,,,,
95,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,D1D9EE25-343A-4175-80C0-35242196A859,95,,,,,,,,,,,,,,,,,,,,,
96,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,A5366584-D298-4F1D-8ABD-DA6CE3E7A00F,96,,,,,,,,,,,,,,,,,,,,,
97,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,DE7CDD90-13E8-43D8-BE8C-A73FF87AB8C5,97,,,,,,,,,,,,,,,,,,,,,
98,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,C6C5CDFD-139F-4632-A100-ECDB8E034FBE,98,,,,,,,,,,,,,,,,,,,,,
99,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,C317CFDE-E2BD-4869-9F3B-9DEADBA93145,99,,,,,,,,,,,,,,,,,,,,,
100,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,DA1B51CE-92D9-4559-8971-5F9E00BBA224,100,,,,,,,,,,,,,,,,,,,,,
101,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,55507038-E6CC-4731-84C4-ADE37B4D0D1C,101,,,,,,,,,,,,,,,,,,,,,
102,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,9786ACD3-6F4F-4547-8EA9-2A0BC7BECF2A,102,,,,,,,,,,,,,,,,,,,,,
103,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,71CF51E1-EFCA-4E41-BB90-779C06D8F1C5,103,,,,,,,,,,,,,,,,,,,,,
104,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,BE113291-18E8-47FC-9B6B-EB9312606EC8,104,,,,,,,,,,,,,,,,,,,,,
105,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,497752C9-1CA3-4E15-923B-0FE4141448D6,105,,,,,,,,,,,,,,,,,,,,,
106,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,4EE21C8B-21E2-41F1-9078-EA1F6A09C8DA,106,,,,,,,,,,,,,,,,,,,,,
107,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,214F7FB0-33B2-4918-951D-148B28158648,107,,,,,,,,,,,,,,,,,,,,,
108,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,732DC60C-6524-4C82-8308-FCC5A43F2E8A,108,,,,,,,,,,,,,,,,,,,,,
109,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,5E6DD758-2B23-48B8-8847-A13F11C6D1A1,109,,,,,,,,,,,,,,,,,,,,,
110,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,45818C5C-7F4A-4964-9F23-EE3C08E40F59,110,,,,,,,,,,,,,,,,,,,,,
111,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,3B2D1F4C-D15F-444E-8C42-7F6A65E97360,111,,,,,,,,,,,,,,,,,,,,,
112,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,E945C555-6CFD-4C5A-9354-7D066C84629B,112,,,,,,,,,,,,,,,,,,,,,
113,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,0336B4DE-120E-4BC6-A4B6-88B8E48D3029,113,,,,,,,,,,,,,,,,,,,,,
114,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,9CADC6DE-28A7-45F4-A7B1-28EF71734CFB,114,,,,,,,,,,,,,,,,,,,,,
115,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,3B28FE0A-C3EF-4D81-99E2-B03BD8A333EB,115,,,,,,,,,,,,,,,,,,,,,
116,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,AACDB309-47A9-4AB1-9E12-7EEE05918E1D,116,,,,,,,,,,,,,,,,,,,,,
117,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,4766D594-824C-44B7-9F7A-8619F37AAC42,117,,,,,,,,,,,,,,,,,,,,,
118,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,45BC13A5-4BBE-4856-BFEC-68580C33134D,118,,,,,,,,,,,,,,,,,,,,,
119,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,40B3968A-26AE-4444-8823-CBBF2336D964,119,,,,,,,,,,,,,,,,,,,,,
120,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,BA240CDD-5C07-42B9-9070-457FEB9FE52E,120,,,,,,,,,,,,,,,,,,,,,
121,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,C13ACC19-3EA2-4F4F-9916-EDBD0D46DDD1,121,,,,,,,,,,,,,,,,,,,,,
122,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,F0526EA3-D47B-4C2E-8877-5F996B8CB9FA,122,,,,,,,,,,,,,,,,,,,,,
123,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,776561CD-A596-4681-A88C-40DAFCF473B5,123,,,,,,,,,,,,,,,,,,,,,
124,Source_4,Custom,DACFCDFD-C353-45FF-8855-2D2C4B65F5A7,,1DCC59E9-3B24-409E-80C8-00FECEDF70DC,124,,,,,,,,,,,,,,,,,,,,,
